순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
145	핸즈온 머신러닝	오렐리앙 제롱	한빛미디어	2023년 09월	54,000	60,000	10.0	https://www.yes24.com/product/goods/122338517	https://image.yes24.com/goods/122338517/L
146	가상 면접 사례로 배우는 대규모 시스템 설계 기초	알렉스 쉬	인사이트(insight)	2021년 07월	21,600	24,000	10.0	https://www.yes24.com/product/goods/102819435	https://image.yes24.com/goods/102819435/L
147	소프트웨어 테스트 전문가(CSTS) 가이드	한국정보통신기술협회(TTA)	홍릉	2021년 04월	31,350	33,000	5.0	https://www.yes24.com/product/goods/99359735	https://image.yes24.com/goods/99359735/L
148	데이터 중심 애플리케이션 설계	마틴 클레프만	위키북스	2018년 04월	32,400	36,000	10.0	https://www.yes24.com/product/goods/59566585	https://image.yes24.com/goods/59566585/L
149	미래를 바꾼 아홉 가지 알고리즘	존 맥코믹	에이콘출판사	2013년 05월	16,920	18,800	10.0	https://www.yes24.com/product/goods/8921236	https://image.yes24.com/goods/8921236/L
150	바이브 엔지니어링	제이 킴	길벗	2026년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/192277220	https://image.yes24.com/goods/192277220/L
151	AI 에이전트 실행 세계 1 : 원리편	조쉬	로드북	2026년 06월	27,000	30,000	10.0	https://www.yes24.com/product/goods/191506324	https://image.yes24.com/goods/191506324/L
152	생존을 위한 최소한의 AI 교양	조남호	골든래빗	2026년 06월	22,500	25,000	10.0	https://www.yes24.com/product/goods/190419762	https://image.yes24.com/goods/190419762/L
153	코딩 몰라도 시작하는 바이브 코딩	박인찬	혜지원	2026년 07월	18,000	20,000	10.0	https://www.yes24.com/product/goods/193391571	https://image.yes24.com/goods/193391571/L
154	교사의 시간 AI로 다시 쓰다	황영준	에듀윌	2026년 07월	12,600	14,000	10.0	https://www.yes24.com/product/goods/193184112	https://image.yes24.com/goods/193184112/L
155	브랜드가 된 디자이너	노선선	시프트	2026년 07월	18,900	21,000	10.0	https://www.yes24.com/product/goods/192666096	https://image.yes24.com/goods/192666096/L
156	스토리 창작자를 위한 AI 활용 가이드	야마카와 겐이치	요다	2026년 06월	16,200	18,000	10.0	https://www.yes24.com/product/goods/191855007	https://image.yes24.com/goods/191855007/L
157	혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 제미나이	김태훈	한빛미디어	2026년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/191321747	https://image.yes24.com/goods/191321747/L
158	AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량	정용범	프리렉	2026년 05월	27,000	30,000	10.0	https://www.yes24.com/product/goods/189445450	https://image.yes24.com/goods/189445450/L
159	누구나 코딩하는 시대, 1일 10분 바이브 코딩	김영욱	한빛미디어	2026년 04월	19,800	22,000	10.0	https://www.yes24.com/product/goods/187954810	https://image.yes24.com/goods/187954810/L
160	이게 되네? 오픈클로 미친 활용법 50제	한준구	골든래빗	2026년 05월	21,600	24,000	10.0	https://www.yes24.com/product/goods/185166276	https://image.yes24.com/goods/185166276/L
161	인스타그램 릴스 & 알고리즘 공략법 : 100만 조회수 만들기	서진원	이은북	2026년 04월	16,020	17,800	10.0	https://www.yes24.com/product/goods/184570770	https://image.yes24.com/goods/184570770/L
162	수업과 업무에 바로 적용하는 생성형 AI 활용 58제	임세범	앤써북	2026년 04월	16,920	18,800	10.0	https://www.yes24.com/product/goods/184269953	https://image.yes24.com/goods/184269953/L
163	바로바로 바이브 코딩 with 커서 AI	박현규	골든래빗	2026년 04월	27,000	30,000	10.0	https://www.yes24.com/product/goods/183530330	https://image.yes24.com/goods/183530330/L
164	옵시디언 프로페셔널 노트	구요한	리코멘드	2026년 03월	22,500	25,000	10.0	https://www.yes24.com/product/goods/182134623	https://image.yes24.com/goods/182134623/L
165	맛있는 디자인 피그마 with AI	이영주	한빛미디어	2026년 02월	25,200	28,000	10.0	https://www.yes24.com/product/goods/179694520	https://image.yes24.com/goods/179694520/L
166	된다! 피그마 디자인 10분 레시피	하이서	이지스퍼블리싱	2026년 02월	25,200	28,000	10.0	https://www.yes24.com/product/goods/176919464	https://image.yes24.com/goods/176919464/L
167	광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108	321web(미쓰이 마사유키)	시프트	2026년 01월	16,200	18,000	10.0	https://www.yes24.com/product/goods/174048990	https://image.yes24.com/goods/174048990/L
168	컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용)	한국비버챌린지 (Bebras Korea)	생능출판사	2025년 12월	13,500	15,000	10.0	https://www.yes24.com/product/goods/168654454	https://image.yes24.com/goods/168654454/L
169	스케치업&엔스케이프 트레이닝 북	강석창	한빛미디어	2025년 10월	28,800	32,000	10.0	https://www.yes24.com/product/goods/161420414	https://image.yes24.com/goods/161420414/L
170	된다! 미리캔버스&캔바 디자인 수업	방구석 다람쥐(배가을)	이지스퍼블리싱	2025년 09월	21,600	24,000	10.0	https://www.yes24.com/product/goods/152553545	https://image.yes24.com/goods/152553545/L
171	요즘 바이브 코딩 클로드 코드 완벽 가이드	최지호	골든래빗	2025년 09월	21,600	24,000	10.0	https://www.yes24.com/product/goods/151850127	https://image.yes24.com/goods/151850127/L
172	요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정	김진관	한빛미디어	2025년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/151350143	https://image.yes24.com/goods/151350143/L
173	UX/UI 디자이너를 위한 실무 피그마	클레어 정	한빛미디어	2025년 05월	25,200	28,000	10.0	https://www.yes24.com/product/goods/146705191	https://image.yes24.com/goods/146705191/L
174	혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva	김태훈	한빛미디어	2024년 10월	20,700	23,000	10.0	https://www.yes24.com/product/goods/135760031	https://image.yes24.com/goods/135760031/L
175	20가지 템플릿으로 배우는 노션 Notion	전시진	시프트	2024년 10월	18,000	20,000	10.0	https://www.yes24.com/product/goods/133337416	https://image.yes24.com/goods/133337416/L
176	게임 기획의 정석	타이난 실베스터	스타비즈	2024년 04월	27,000	30,000	10.0	https://www.yes24.com/product/goods/126305083	https://image.yes24.com/goods/126305083/L
177	이것이 자바다	신용권	한빛미디어	2024년 04월	34,200	38,000	10.0	https://www.yes24.com/product/goods/125677017	https://image.yes24.com/goods/125677017/L
178	혼자 공부하는 자바	신용권	한빛미디어	2024년 02월	25,200	28,000	10.0	https://www.yes24.com/product/goods/124821050	https://image.yes24.com/goods/124821050/L
179	CODE	찰스 펫졸드	인사이트(insight)	2023년 12월	31,500	35,000	10.0	https://www.yes24.com/product/goods/124110681	https://image.yes24.com/goods/124110681/L
180	코딩 자율학습 나도코딩의 파이썬 입문	나도코딩	길벗	2023년 02월	21,600	24,000	10.0	https://www.yes24.com/product/goods/117373102	https://image.yes24.com/goods/117373102/L
181	세계관을 창조하는 판타지 배색 아이디어 사전	사쿠라이 테루코	한스미디어	2023년 01월	5,625	6,250	10.0	https://www.yes24.com/product/goods/116962528	https://image.yes24.com/goods/116962528/L
182	비전공자를 위한 이해할 수 있는 IT 지식	최원영	티더블유아이지	2020년 07월	15,120	16,800	10.0	https://www.yes24.com/product/goods/91165789	https://image.yes24.com/goods/91165789/L
183	라프 코스터의 재미이론 10주년 개정판	라프 코스터	길벗	2017년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/37335066	https://image.yes24.com/goods/37335066/L
184	Do it! C 언어 입문	김성엽	이지스퍼블리싱	2017년 01월	22,500	25,000	10.0	https://www.yes24.com/product/goods/35094862	https://image.yes24.com/goods/35094862/L
185	라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝	장문철	앤써북	2026년 06월	21,960	24,400	10.0	https://www.yes24.com/product/goods/190272428	https://image.yes24.com/goods/190272428/L
186	초간단 캡컷 AI 영상 편집	이용태	책바세	2026년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/193583379	https://image.yes24.com/goods/193583379/L
187	심플 디자인	박영록	위키북스	2026년 07월	16,200	18,000	10.0	https://www.yes24.com/product/goods/193058538	https://image.yes24.com/goods/193058538/L
188	한눈에 보는 대한민국 코스피	MrTrigger	한빛미디어	2026년 06월	23,400	26,000	10.0	https://www.yes24.com/product/goods/192326062	https://image.yes24.com/goods/192326062/L
189	혼자 완성하는 Java 풀코스	심상원	아이콕스(iCox)	2026년 07월	30,600	34,000	10.0	https://www.yes24.com/product/goods/192285191	https://image.yes24.com/goods/192285191/L
190	다름을 연결하는 교실 설계자가 되기 위한 필수 실천서! AI 에듀테크로 다문화 수업 쉽게 설계하기!	유영미	광문각출판미디어	2026년 06월	20,000	20,000	nan	https://www.yes24.com/product/goods/192155530	https://image.yes24.com/goods/192155530/L
191	셀프프롬프트	전행진	퍼블리터	2026년 06월	16,650	18,500	10.0	https://www.yes24.com/product/goods/192026072	https://image.yes24.com/goods/192026072/L
192	캔바로 만든 디자인, 돈이 됩니다	리몬(안형선)	길벗	2026년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/190216116	https://image.yes24.com/goods/190216116/L
193	AI가 다 하고 내가 돈 버는 앱 만들기	서희찬	길벗	2026년 05월	25,200	28,000	10.0	https://www.yes24.com/product/goods/189854100	https://image.yes24.com/goods/189854100/L
194	AI 게임 개발 시작	김정태	홍릉	2026년 05월	25,000	25,000	nan	https://www.yes24.com/product/goods/189749546	https://image.yes24.com/goods/189749546/L
195	AI 바이브 코딩 마스터	정의석	영진닷컴	2026년 05월	32,400	36,000	10.0	https://www.yes24.com/product/goods/189628201	https://image.yes24.com/goods/189628201/L
196	클로드 디자인 시작하기	조남경	비엘북스	2026년 05월	22,500	25,000	10.0	https://www.yes24.com/product/goods/189037004	https://image.yes24.com/goods/189037004/L
197	맛있는 디자인 포토샵 CC 2026	윤이사라	한빛미디어	2026년 04월	23,400	26,000	10.0	https://www.yes24.com/product/goods/188108093	https://image.yes24.com/goods/188108093/L
198	된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정	정인걸	이지스퍼블리싱	2026년 05월	21,600	24,000	10.0	https://www.yes24.com/product/goods/188012932	https://image.yes24.com/goods/188012932/L
199	에이전트 시대의 AI 시스템 설계	발리아파 락슈마난	한빛미디어	2026년 04월	37,800	42,000	10.0	https://www.yes24.com/product/goods/187519430	https://image.yes24.com/goods/187519430/L
200	하이러닝으로 끝내는 AI 디지털 수업 50제	유지현	한빛미디어	2026년 04월	21,600	24,000	10.0	https://www.yes24.com/product/goods/187222189	https://image.yes24.com/goods/187222189/L
201	바이브 코딩 with 구글 안티그래비티	노성환	영진닷컴	2026년 04월	16,200	18,000	10.0	https://www.yes24.com/product/goods/186939301	https://image.yes24.com/goods/186939301/L
202	그림으로 배우는 생성형 AI	프리양카 베르가디아	한빛미디어	2026년 04월	29,700	33,000	10.0	https://www.yes24.com/product/goods/186663875	https://image.yes24.com/goods/186663875/L
203	새나곰의 똥손도 바로 시작하는 인스타툰 그리기 with 클립 스튜디오	새나곰(정은아)	한빛미디어	2026년 03월	20,700	23,000	10.0	https://www.yes24.com/product/goods/182628538	https://image.yes24.com/goods/182628538/L
204	캔바 AI	신승희	생능북스	2026년 03월	21,600	24,000	10.0	https://www.yes24.com/product/goods/180209658	https://image.yes24.com/goods/180209658/L
205	엑셀 대신 챗GPT	오종현	한빛미디어	2026년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/179710994	https://image.yes24.com/goods/179710994/L
206	요즘 바이브 코딩 안티그래비티 완벽 가이드	최지호	골든래빗	2026년 02월	25,200	28,000	10.0	https://www.yes24.com/product/goods/174658020	https://image.yes24.com/goods/174658020/L
207	초등학생을 위한 AI 미래 지식 74	김영현	길벗스쿨	2026년 01월	15,300	17,000	10.0	https://www.yes24.com/product/goods/173657299	https://image.yes24.com/goods/173657299/L
208	수노로 시작하는 AI 작곡	강성우	제이펍	2025년 12월	18,000	20,000	10.0	https://www.yes24.com/product/goods/168840773	https://image.yes24.com/goods/168840773/L
209	어쨌든, 바이브 코딩	코다프레스	인사이트(insight)	2025년 12월	19,800	22,000	10.0	https://www.yes24.com/product/goods/168561327	https://image.yes24.com/goods/168561327/L
210	소프트웨어 아키텍처 The Basics	마크 리처즈	한빛미디어	2025년 11월	38,700	43,000	10.0	https://www.yes24.com/product/goods/167431026	https://image.yes24.com/goods/167431026/L
211	요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기	박현규	골든래빗	2025년 12월	21,600	24,000	10.0	https://www.yes24.com/product/goods/167428992	https://image.yes24.com/goods/167428992/L
212	연필과 종이로 풀어보는 AI 딥러닝 수학 워크북 214제	톰 예	아티오	2025년 12월	17,100	19,000	10.0	https://www.yes24.com/product/goods/167144757	https://image.yes24.com/goods/167144757/L
213	그림으로 이해하는 도커와 쿠버네티스	토쿠나가 코헤이	길벗	2025년 11월	19,800	22,000	10.0	https://www.yes24.com/product/goods/166665802	https://image.yes24.com/goods/166665802/L
214	학교 업무가 쉬워지는 구글 스프레드시트 실전 가이드북	김동호	씨마스21	2026년 01월	19,800	22,000	10.0	https://www.yes24.com/product/goods/163495217	https://image.yes24.com/goods/163495217/L
215	써니쌤과 함께 처음 시작하는 SNS 디자인 캔바	써니쌤 강성은	시원북스	2025년 10월	17,820	19,800	10.0	https://www.yes24.com/product/goods/160217631	https://image.yes24.com/goods/160217631/L
216	챗GPT는 거들 뿐, 생기부는 내가 쓴다	장승아	위키북스	2025년 09월	14,400	16,000	10.0	https://www.yes24.com/product/goods/153913285	https://image.yes24.com/goods/153913285/L
217	기술·가정 교사가 만든 기술·가정 교사를 위한 찐 실전 챗GPT (생성형 AI (에듀테크) 기술·가정 수업 활용하기!)	봉우리	광문각출판미디어	2025년 08월	17,000	17,000	nan	https://www.yes24.com/product/goods/152399336	https://image.yes24.com/goods/152399336/L
218	나는 CODAP으로 데이터 분석한다	최정원	씨마스	2025년 06월	22,500	25,000	10.0	https://www.yes24.com/product/goods/148082413	https://image.yes24.com/goods/148082413/L
219	회사에서 바로 통하는 실무 엑셀	한은숙	한빛미디어	2025년 06월	20,700	23,000	10.0	https://www.yes24.com/product/goods/147561155	https://image.yes24.com/goods/147561155/L
220	처음이야? 파이썬 기초	윤영빈	영진닷컴	2025년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/147103661	https://image.yes24.com/goods/147103661/L
